source	line	reference	exists_worktree	tracked_main	tracked_lc1	classification	exists_canonical
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	153	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	154	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	155	scripts/grm_rs3_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	156	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	157	scripts/lsr_p2c_e2e_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	158	artifacts/grm_rs3/	False	False	False	untracked-or-dynamic	True
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	159	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	159	scripts/grm_sc	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	159	scripts/grm_eb1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	160	scripts/grm_rs1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS3_CAPTURE_PIN_SEAT_NEAR_LIVE.md	160	scripts/grm_rs2_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS4_CEILING_REPARTITION.md	14	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_RS4_CEILING_REPARTITION.md	20	artifacts/grm_rs3/grm_rs3_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS4_CEILING_REPARTITION.md	21	scripts/grm_rs3_capture_seat_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RS4_CEILING_REPARTITION.md	24	core/grm_demand.py::_full_mass	False	False	False	untracked-or-dynamic	False
orders/GRM_RS4_CEILING_REPARTITION.md	53	artifacts/grm_rs4/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RS4_CEILING_REPARTITION.md	59	scripts/grm_rs4_	False	False	False	untracked-or-dynamic	False
orders/GRM_RS4_CEILING_REPARTITION.md	60	artifacts/grm_rs4/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	5	artifacts/grm_rt1/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	6	artifacts/lsr_p2c/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	6	scripts/grm_rt1_g2_table.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	14	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	16	artifacts/grm_rt1/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	16	artifacts/lsr_p2c/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	22	orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	27	scripts/grm_rt1_g2_table.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	28	scripts/grm_rt1_diagnose.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	29	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	30	artifacts/lsr_p2c/	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	31	core/grm_admission.py::rt1_enabled	False	False	False	untracked-or-dynamic	False
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	34	core/grm_frame.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	35	/mnt/ForgeRealm/GraftRepository-wt-wc1-astra/scripts/grm_wc1_results.py::references	False	False	False	absolute-external	False
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	47	scripts/grm_rt1_g2_table.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	50	artifacts/grm_rt1/grm_rt1_g2_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	51	scripts/grm_rt1_diagnose.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	51	artifacts/grm_rt1/grm_rt1_diagnosis.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	52	artifacts/grm_rt1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	56	/mnt/ForgeRealm/GraftRepository-wt-wc1-astra	False	False	False	absolute-external	False
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	57	scripts/grm_wc1_results.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	63	artifacts/grm_rt1/restoration_registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	66	tests/test_grm_rt1_split_child_routing.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	67	tests/test_grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_1_RESTORE_RECEIPTS.md	70	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	15	/mnt/ForgeRealm/GraftRepository-wt-rt1	False	False	False	absolute-external	False
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	21	artifacts/grm_rs1/grm_rs1_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	22	artifacts/grm_rs3/grm_rs3_results.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	23	artifacts/grm_rs3/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	24	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	26	core/graft_arena.py::_descent_source_children	False	False	False	untracked-or-dynamic	False
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	28	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	29	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	30	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	53	artifacts/grm_rt1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	62	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	62	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	63	core/graft_repository.py	True	True	True	tracked-both	True
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	64	scripts/grm_rt1_	False	False	False	untracked-or-dynamic	False
orders/GRM_RT1_SPLIT_CHILD_ROUTING.md	65	artifacts/grm_rt1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	15	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	22	orders/GRM_SC1_DEMAND_LOOP_NGH.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	23	artifacts/grm_sc1/sc1_g3_summary_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	25	core/graft_arena.py::_rare_tokens	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	29	scripts/grm_det1_common.py::normalize_value_text	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	33	scripts/grm_e2e_session.py::lsr_fixes_enabled	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	35	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	35	scripts/grm_sc1_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	36	scripts/grm_sc1_lived_battery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	41	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	41	core/grm_text_norm.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	66	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	70	artifacts/grm_sc1_1/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	77	scripts/grm_sc1_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	82	scripts/grm_sc1_lived_battery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	90	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	94	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	100	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	100	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	101	core/grm_text_norm.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	101	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	102	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	103	scripts/grm_sc1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	104	artifacts/grm_sc1_1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	104	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_1_GROUNDING_GLYPHS.md	105	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	11	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	18	orders/GRM_SC1_DEMAND_LOOP_NGH.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	18	orders/GRM_SC1_1_GROUNDING_GLYPHS.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	19	artifacts/grm_sc1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	19	artifacts/grm_sc1_1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	20	scripts/grm_sc1_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	22	scripts/grm_det1_7_registry.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	23	artifacts/grm_det1/run_20260831T160525Z_2/det1_4/campaign/det1_7/plant_registration/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	26	scripts/grm_det1_5_workers.py::_context	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	29	scripts/grm_det1_5_gpu.py::_measure_fixture_inline	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	34	scripts/lsr_p2c_e2e_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	44	artifacts/grm_sc1_2/session/	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	65	artifacts/grm_sc1_2/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	80	scripts/grm_sc1_lived_battery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	82	scripts/tests	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	85	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	92	scripts/grm_sc1_2_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	92	scripts/grm_sc1_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	94	artifacts/grm_sc1_2/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	97	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_2_E2E_PAIRS_SESSION_RESUME.md	97	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_DEMAND_LOOP_NGH.md	9	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	16	docs/GRM_MOUNT_CURATION_DESIGN.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	17	/mnt/Shared/GRM_Race_Report_2026-09-01.md	True	False	False	absolute-external	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	19	artifacts/grm_det1/run_20260831T160525Z_2/det1_4/campaign/analysis/analysis_receipt_89bcd331ae7f9ef4.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	29	scripts/grm_det1_common.py::DetectorObserver	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_DEMAND_LOOP_NGH.md	37	scripts/grm_det1_7_registry.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	37	scripts/grm_det1_5_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	42	core/graft_arena.py::step	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_DEMAND_LOOP_NGH.md	44	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	45	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	46	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	52	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	57	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	97	artifacts/grm_sc1/grm_sc1_registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	124	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	131	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	139	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	139	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	140	core/grm_admission.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	140	core/grm_runtime.py	True	True	True	tracked-both	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	141	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	142	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	143	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	143	scripts/grm_sc1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_DEMAND_LOOP_NGH.md	144	artifacts/grm_sc1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC1_DEMAND_LOOP_NGH.md	145	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC1_DEMAND_LOOP_NGH.md	145	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	15	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	22	orders/GRM_SC1_DEMAND_LOOP_NGH.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	24	artifacts/grm_sc1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	24	artifacts/grm_sc1_1/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	24	artifacts/grm_sc1_2/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	28	artifacts/grm_det1/run_20260831T160525Z_2/det1_4/campaign/calibration/thresholds_2149a44b6136fd1b.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	29	scripts/grm_det1_common.py::fit_thresholds	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	33	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	33	core/graft_arena.py::step	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	36	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	37	scripts/grm_sc1_2_e2e_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	37	scripts/grm_sc1_recovery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	38	scripts/grm_sc1_lived_battery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	39	scripts/grm_sc1_overhead_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	69	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	101	artifacts/grm_sc2/registration.json	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	112	artifacts/grm_sc2/sc2_calibration_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	123	scripts/grm_sc1_lived_battery_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	128	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	135	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	135	core/graft_arena.py	True	True	True	tracked-both	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	136	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	137	scripts/grm_e2e_session.py	True	True	True	tracked-both	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	138	scripts/grm_sc2_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	139	artifacts/grm_sc2/	False	False	False	untracked-or-dynamic	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	140	core/grm_three_pass.py	True	True	True	tracked-both	True
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	141	scripts/grm_det1_	False	False	False	untracked-or-dynamic	False
orders/GRM_SC2_CALIBRATION_EARLY_ABORT.md	141	scripts/lsr_	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_1_NEXT_STEPS.md	9	docs/GRM_SCOUT_2026-09-08.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	10	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	11	/mnt/ForgeRealm/Project-Tensor	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	26	/mnt/Shared/GRM_Primer_2026-09-02.md	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	29	docs/GRM_Methodology.md	True	True	True	tracked-both	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	29	docs/RESULTS_INDEX.md	True	True	True	tracked-both	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	30	/mnt/Shared/GRM_State_Audit_2026-08-29.md	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	34	/mnt/Shared/GRM_Race_Report_2026-09-01.md	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	35	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	40	orders/GRM_	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_1_NEXT_STEPS.md	45	config/grm_demand_registered.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	46	config/grm_live_registered_baselines.json	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	47	orders/MOE_	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_1_NEXT_STEPS.md	47	scripts/olmoe_	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_1_NEXT_STEPS.md	47	scripts/gpt_oss20b_expert_	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_1_NEXT_STEPS.md	48	/mnt/Shared/MOE_BoltOn_Experts_README.md	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	49	docs/GRAFT_TRANSLATION_PRIMER.md	True	True	True	tracked-both	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	50	/mnt/ForgeRealm/AI_Research_Board.md	True	False	False	absolute-external	True
orders/GRM_SCOUT_1_NEXT_STEPS.md	58	docs/GRM_SCOUT_2026-09-08.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_FIX_1.md	3	docs/GRM_SCOUT_2026-09-08.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_SCOUT_FIX_1.md	8	/mnt/ForgeRealm/wt/grm-fix1	True	False	False	absolute-external	True
orders/GRM_SCOUT_FIX_1.md	21	core/grm_demand.py:401	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	22	core/graft_arena.py:4396	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	28	core/grm_admission.py:288	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	29	core/grm_three_pass.py:450	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	35	core/graft_arena.py:852	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	36	core/graft_repository.py:4619	False	False	False	untracked-or-dynamic	False
orders/GRM_SCOUT_FIX_1.md	41	scripts/grm_wc1_results.py:112	False	False	False	untracked-or-dynamic	False
orders/GRM_SUP_L2_DEFAULT_ON.md	10	/mnt/ForgeRealm/GraftRepository	True	False	False	absolute-external	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	20	docs/GRM_Methodology.md	True	True	True	tracked-both	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	20	docs/GRM_E2E_RECEIPT_LEDGER.md	True	True	True	tracked-both	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	21	docs/LSR_ADDENDUM_1.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	23	core/graft_arena.py::__init__	False	False	False	untracked-or-dynamic	False
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	26	core/grm_frame.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	27	scripts/lsr_p2c_replay_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	28	scripts/lsr_p2c_e2e_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	29	scripts/grm_eb1_longhorizon_gpu.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	31	artifacts/grm_rs3/grm_rs3_part4.json	False	False	False	untracked-or-dynamic	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	33	core/grm_demand.py	True	False	True	tracked-new-in-lc1	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	65	artifacts/grm_wc1/registration.json	False	False	False	untracked-or-dynamic	False
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	79	/tmp/forge-gpu.lock	True	False	False	absolute-external	True
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	87	scripts/grm_wc1_	False	False	False	untracked-or-dynamic	False
orders/GRM_WC1_ARENA_WIDTH_CURVE.md	87	artifacts/grm_wc1/	False	False	False	untracked-or-dynamic	False
orders/GRM_X1_VIRTUAL_ADDRESSES.md	40	docs/GRM_SCOUT_2026-09-08.md	True	False	True	tracked-new-in-lc1	True
orders/GRM_X1_VIRTUAL_ADDRESSES.md	46	scripts/grm_x{N}_	False	False	False	untracked-or-dynamic	False
orders/GRM_X1_VIRTUAL_ADDRESSES.md	47	tests/test_grm_x{N}_	False	False	False	untracked-or-dynamic	False
orders/GRM_X1_VIRTUAL_ADDRESSES.md	47	artifacts/grm_x{N}/	False	False	False	untracked-or-dynamic	False
